nama,kategori,rating,provinsi,kota,kecamatan,alamat,link
air mancur Taman Tuban,Taman,4.5,Jawa Timur,Tuban,Semanding,"33QG+PW3, Dondong, Gedongombo, Kec. Semanding, Kabupaten Tuban, Jawa Timur 62381","https://www.google.com/maps/place/air+mancur+Taman+Tuban/@-7.0339014,111.6629835,11z/data=!4m10!1m3!2m2!1spark+near+tuban!6e1!3m5!1s0x2e7797c37f9b67df:0xd2c9f37e054e25c9!8m2!3d-6.91073!4d112.0772849!15sCg9wYXJrIG5lYXIgdHViYW6SAQljaXR5X3BhcmvgAQA?hl=id"
Wisata Kambang Putih Tuban Park,Taman,4.1,Jawa Timur,Tuban,Jenu,"42RG+HH7, Jabung, Sugihwaras, Kec. Jenu, Kabupaten Tuban, Jawa Timur 62352","https://www.google.com/maps/place/Wisata+Kambang+Putih+Tuban+Park/@-7.0339014,111.6629835,11z/data=!4m10!1m3!2m2!1spark+near+tuban!6e1!3m5!1s0x2e77a320575441d9:0xe152dad098b6e3a!8m2!3d-6.8585827!4d112.0264151!15sCg9wYXJrIG5lYXIgdHViYW6SAQ1zd2ltbWluZ19wb29s4AEA?hl=id"
TAMAN SLEKO,Taman,4.4,Jawa Timur,Tuban,Tuban,"33X9+C5G, Jl. Basuki Rachmad, Kebonsari, Kec. Tuban, Kabupaten Tuban, Jawa Timur 62317","https://www.google.com/maps/place/TAMAN+SLEKO/@-7.0339014,111.6629835,11z/data=!4m10!1m3!2m2!1spark+near+tuban!6e1!3m5!1s0x2e7797e10662a5c1:0x7cca620721d2b088!8m2!3d-6.9014497!4d112.0679421!15sCg9wYXJrIG5lYXIgdHViYW5aESIPcGFyayBuZWFyIHR1YmFukgEEcGFya5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSbGNsbGlXbTluUlJBQuABAA?hl=id"
Taman Kota Tempat Bermain Anak Kabupaten Tuban,Taman,4.2,Jawa Timur,Tuban,Tuban,"33RG+64W, Jl. Pahlawan, Wire, Gedongombo, Kec. Tuban, Kabupaten Tuban, Jawa Timur 62381","https://www.google.com/maps/place/Taman+Kota+Tempat+Bermain+Anak+Kabupaten+Tuban/@-7.0339014,111.6629835,11z/data=!4m10!1m3!2m2!1spark+near+tuban!6e1!3m5!1s0x2e7797c33ceb2903:0xa1ea5e141caa6962!8m2!3d-6.90938!4d112.0753151!15sCg9wYXJrIG5lYXIgdHViYW6SAQRwYXJr4AEA?hl=id"
Agro Park Klumpit tuban,Taman,4.4,Jawa Timur,Tuban,Soko,"Bentaor, Klumpit, Kec. Soko, Kabupaten Tuban, Jawa Timur 62372","https://www.google.com/maps/place/Agro+Park+Klumpit+tuban/@-7.0339014,111.6629835,11z/data=!4m10!1m3!2m2!1spark+near+tuban!6e1!3m5!1s0x2e779d0c7d8531a9:0x30857e3e88fa276!8m2!3d-7.0339014!4d111.9266554!15sCg9wYXJrIG5lYXIgdHViYW6SARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA?hl=id"
Kambang Putih Tuban Park (KPTP),Taman,3.9,Jawa Timur,Tuban,Jenu,"42RH+JHX, Jalan Raya, Jabung, Sugihwaras, Jenu, Tuban Regency, East Java 62352","https://www.google.com/maps/place/Kambang+Putih+Tuban+Park+(KPTP)/@-6.9661798,111.829887,11z/data=!4m10!1m3!2m2!1spark+near+tuban!6e1!3m5!1s0x2e77a320c32bbdf1:0x5cb9086ce640b691!8m2!3d-6.858384!4d112.0289769!15sCg9wYXJrIG5lYXIgdHViYW6SAQp3YXRlcl9wYXJr4AEA?hl=id"
Wisata View 138 Kediri,Taman,4.2,Jawa Timur,Kediri,Mojoroto,"Jl. Tembus Lb. Tumpang No.18, Hutan, Kec. Mojoroto, Kabupaten Kediri, Jawa Timur 64115","https://www.google.com/maps/place/Wisata+View+138+Kediri/@-7.818704,111.8336701,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e7856976b7a3f7f:0x42e24673618bbc92!8m2!3d-7.818704!4d111.965506!15sChBwYXJrIG5lYXIga2VkaXJpWhIiEHBhcmsgbmVhciBrZWRpcmmSARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA?hl=id"
Manisrenggo Park Residence,Taman,4.8,Jawa Timur,Kediri,Kota,"5235+8C4, Manisrenggo, Kec. Kota, Kota Kediri, Jawa Timur 64129","https://www.google.com/maps/place/Manisrenggo+Park+Residence/@-7.7979655,111.9384316,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e785792acd73465:0x7ce3e06415088ae8!8m2!3d-7.8467269!4d112.0085781!15sChBwYXJrIG5lYXIga2VkaXJpkgERaG91c2luZ19hdXRob3JpdHngAQA?hl=id"
Arca Totok Kerot,Taman,4.4,Jawa Timur,Kediri,Pagu,"632C+R46, Jl. Totok Kerot, Bulu Ps., Bulupasar, Kec. Pagu, Kabupaten Kediri, Jawa Timur 64183","https://www.google.com/maps/place/Arca+Totok+Kerot/@-7.7979655,111.9384316,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e7859f2c0a406b5:0x4850b95b5bccf0f5!8m2!3d-7.7979648!4d112.070265!15sChBwYXJrIG5lYXIga2VkaXJpWhIiEHBhcmsgbmVhciBrZWRpcmmSAQxoaW5kdV90ZW1wbGXgAQA?hl=id"
Taman WISATA JF2,Taman,4.7,Jawa Timur,Kediri,Semen,"Tunggul sunnah, selopanggung, kec.semen , kab.kediri, Tunggul Sunnah, Selopanggung, Kec. Semen, Kabupaten Kediri, Jawa Timur 64161","https://www.google.com/maps/place/Taman+WISATA+JF2/@-7.8540839,111.7497875,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e7855c94d166681:0xdf34f692f17d2989!8m2!3d-7.8540839!4d111.8816234!15sChBwYXJrIG5lYXIga2VkaXJpkgEKdGhlbWVfcGFya-ABAA?hl=id"
Oto Park,Taman,4.0,Jawa Timur,Kediri,Kota,"Jl. Nasional 22 No.251-273, Ngronggo, Kec. Kota, Kota Kediri, Jawa Timur 64129","https://www.google.com/maps/place/Oto+Park/@-7.81727,111.9020561,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e78576c900a96af:0xd3f56e410ae30120!8m2!3d-7.8372764!4d112.0089564!15sChBwYXJrIG5lYXIga2VkaXJpkgEQY29ycG9yYXRlX29mZmljZeABAA?hl=id"
Surya Taman Wisata,Taman,4.2,Jawa Timur,Kediri,Pesantren,"Ketami, Kec. Pesantren, Kabupaten Kediri, Jawa Timur 64139","https://www.google.com/maps/place/Surya+Taman+Wisata/@-7.81727,111.9020561,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e78582e62966603:0x92909a9079ed0dd2!8m2!3d-7.8364163!4d112.0566448!15sChBwYXJrIG5lYXIga2VkaXJpkgENc3dpbW1pbmdfcG9vbOABAA?hl=id"
""" TELAGA HUSADA """,Taman,3.8,Jawa Timur,Kediri,Gurah,"Area Sawah/Kebun, Nglumbang, Kec. Gurah, Kabupaten Kediri, Jawa Timur 64181","https://www.google.com/maps/place/%22+TELAGA+HUSADA+%22/@-7.81727,111.9020561,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e78f7088d4e1c09:0x6bb5df4ee4707901!8m2!3d-7.8697197!4d112.1022183!15sChBwYXJrIG5lYXIga2VkaXJpkgEQbmF0aW9uYWxfcmVzZXJ2ZeABAA?hl=id"
Kios Kembang Jaya,Taman,5.0,Jawa Timur,Kediri,Ngadiluwih,"Jl. Ki Ageng Muneng No.14, Sumberjoyo, Mangunrejo, Kec. Ngadiluwih, Kabupaten Kediri, Jawa Timur 64171","https://www.google.com/maps/place/Kios+Kembang+Jaya/@-7.81727,111.9020561,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e7857694d2c04d1:0x8fb9aa54837f7e!8m2!3d-7.8676877!4d112.016347!15sChBwYXJrIG5lYXIga2VkaXJpkgEGZ2FyZGVu4AEA?hl=id"
Eko kodox loft kediri,Taman,5.0,Jawa Timur,Kediri,Ngasem,"Jl. Mesjid Lama No.5, Paron II, Paron, Kec. Ngasem, Kabupaten Kediri, Jawa Timur 64182","https://www.google.com/maps/place/Eko+kodox+loft+kediri/@-7.81727,111.9020561,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e7859a964d94049:0xfc2abe20628c52b7!8m2!3d-7.809978!4d112.05992!15sChBwYXJrIG5lYXIga2VkaXJpkgEKY2FtcGdyb3VuZOABAA?hl=id"
Simpang Lima Gumul - KEDIRI,Taman,4.6,Jawa Timur,Kediri,Ngasem,"53M6+JWJ, Tugurejo, Kec. Ngasem, Kabupaten Kediri, Jawa Timur 64182","https://www.google.com/maps/place/Simpang+Lima+Gumul+-+KEDIRI/@-7.81727,111.9020561,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e7857175f9cda31:0x3123610563e44ab3!8m2!3d-7.8159044!4d112.0622636!15sChBwYXJrIG5lYXIga2VkaXJpWhIiEHBhcmsgbmVhciBrZWRpcmmSAQhtb251bWVudOABAA?hl=id"
Daun Rindang,Taman,4.3,Jawa Timur,Kediri,Ngasem,"53H4+J25, Gg. II, Gogorante, Kec. Ngasem, Kabupaten Kediri, Jawa Timur 64182","https://www.google.com/maps/place/Daun+Rindang/@-7.81727,111.9020561,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e785995aa66595b:0x711a534c06b1945d!8m2!3d-7.8209956!4d112.0550941!15sChBwYXJrIG5lYXIga2VkaXJpkgEGZ2FyZGVu4AEA?hl=id"
Sumber Glodok,Taman,4.4,Jawa Timur,Kediri,Kandat,"42HV+CM6, Ngreco, Kec. Kandat, Kabupaten Kediri, Jawa Timur 64135","https://www.google.com/maps/place/Sumber+Glodok/@-7.81727,111.9020561,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e78572dbe0559f5:0xb5bde454c8cf5c43!8m2!3d-7.8714727!4d112.0441532!15sChBwYXJrIG5lYXIga2VkaXJpkgEKd2F0ZXJfcGFya-ABAA?hl=id"
AKSA OUTDOOR,Taman,5.0,Jawa Timur,Kediri,Sragi,"Jl. Melati no 516.sumber doko. Kec ngasem, Sumber, Doko, Sragi, Kabupaten Kediri, Jawa Timur 64182","https://www.google.com/maps/place/AKSA+OUTDOOR/@-7.81727,111.9020561,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e78572850145287:0xb66ef58bffdec293!8m2!3d-7.8199409!4d112.0426141!15sChBwYXJrIG5lYXIga2VkaXJpkgEMY2FtcGluZ19mYXJt4AEA?hl=id"
Sumber Sumoroto [スモロト],Taman,5.0,Jawa Timur,Kediri,Kandat,"Jl. Raya Kediri - Blitar No.96, Blabak, Kec. Kandat, Kabupaten Kediri, Jawa Timur 64173","https://www.google.com/maps/place/Sumber+Sumoroto+%5B%E3%82%B9%E3%83%A2%E3%83%AD%E3%83%88%5D/@-7.81727,111.9020561,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e78f92455d86565:0xe6c6412ebb2831f8!8m2!3d-7.8745907!4d112.0313448!15sChBwYXJrIG5lYXIga2VkaXJpkgEPbmF0dXJlX3ByZXNlcnZl4AEA?hl=id"
Sumber Air Bendo,Taman,4.1,Jawa Timur,Kediri,Wates,"43MG+P8P, Jalan Raya, Sidomulyo, Wates, Kediri Regency, East Java 64174","https://www.google.com/maps/place/Sumber+Air+Bendo/@-7.81727,111.9020561,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e785874730fe065:0x7d8f3b326aa8abc4!8m2!3d-7.8656731!4d112.0758143!15sChBwYXJrIG5lYXIga2VkaXJpkgEPbmF0aW9uYWxfZm9yZXN04AEA?hl=id"
SAE LAKULI LAPAS KEDIRI,Taman,5.0,Jawa Timur,Kediri,Mojoroto,"Jl. Selomangleng, Sukorame, Kec. Mojoroto, Kota Kediri, Pojok, Kec. Mojoroto, Kabupaten Kediri, Jawa Timur 64114","https://www.google.com/maps/place/SAE+LAKULI+LAPAS+KEDIRI/@-7.81727,111.9020561,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e7857439377e731:0x181a6d05f7335115!8m2!3d-7.8107081!4d111.9798728!15sChBwYXJrIG5lYXIga2VkaXJpkgEOYW11c2VtZW50X3BhcmvgAQA?hl=id"
Mountrack Adventure Living,Taman,4.3,Jawa Timur,Kediri,Ngasem,"Perumahan Pondok Doko Indah B-13, Sumber, Doko, Kec. Ngasem, Kabupaten Kediri, Jawa Timur 64182","https://www.google.com/maps/place/Mountrack+Adventure+Living/@-7.81727,111.9020561,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e785763a7da78ad:0x6bc163da11a8333a!8m2!3d-7.818779!4d112.043336!15sChBwYXJrIG5lYXIga2VkaXJpWhIiEHBhcmsgbmVhciBrZWRpcmmSAQtoaWtpbmdfYXJlYZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VObk9YRkhVR3hCUlJBQuABAA?hl=id"
Taman Sumber Jiput,Taman,4.5,Jawa Timur,Kediri,Kota,"42W9+JF6, Jl. Sumber, Rejomulyo, Kec. Kota, Kabupaten Kediri, Jawa Timur","https://www.google.com/maps/place/Taman+Sumber+Jiput/@-7.81727,111.9020561,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e7857c4f3e16113:0xaf01a344fe919c45!8m2!3d-7.8534505!4d112.018628!15sChBwYXJrIG5lYXIga2VkaXJpkgEGZ2FyZGVu4AEA?hl=id"
Keyzha Kuliner Group (Tirtayasa Park),Taman,4.3,Jawa Timur,Kediri,Ngasem,"Jl. Ahmad Yani No.123, Sukorejo, Kec. Ngasem, Kabupaten Kediri, Jawa Timur 64129","https://www.google.com/maps/place/Keyzha+Kuliner+Group+(Tirtayasa+Park)/@-7.81727,111.9020561,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e78576bdcebc0b7:0x31d8616f0b45be0a!8m2!3d-7.8155851!4d112.0304707!15sChBwYXJrIG5lYXIga2VkaXJpWhIiEHBhcmsgbmVhciBrZWRpcmmSAQpyZXN0YXVyYW504AEA?hl=id"
ANVAYA PARK,Taman,5.0,Jawa Timur,Kediri,Ngadiluwih,"Budi Mulyo, Branggahan, Kec. Ngadiluwih, Kabupaten Kediri, Jawa Timur 64171","https://www.google.com/maps/place/ANVAYA+PARK/@-7.81727,111.9020561,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e78f9bd4bc0f761:0x2c04f19062b447a8!8m2!3d-7.912143!4d111.9952827!15sChBwYXJrIG5lYXIga2VkaXJpWhIiEHBhcmsgbmVhciBrZWRpcmmSAQ9nYXRlZF9jb21tdW5pdHmaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUkRjMDVRTlRoblJSQULgAQA?hl=id"
Taman Brantas BMX Arena,Taman,4.2,Jawa Timur,Kediri,Mojoroto,"52P5+G7V, Mojoroto, Kec. Mojoroto, Kabupaten Kediri, Jawa Timur 64129","https://www.google.com/maps/place/Taman+Brantas+BMX+Arena/@-7.81727,111.9020561,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e7857188feefac7:0xcef5864ad92dada!8m2!3d-7.8136327!4d112.0081653!15sChBwYXJrIG5lYXIga2VkaXJpWhIiEHBhcmsgbmVhciBrZWRpcmmSAQhibXhfcGFya5oBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOM1oyOXlNMFJuRUFF4AEA?hl=id"
Basecamp WWI Kediri,Taman,4.9,Jawa Timur,Kediri,Gurah,"Gabru, Kec. Gurah, Kabupaten Kediri, Jawa Timur 64181","https://www.google.com/maps/place/Basecamp+WWI+Kediri/@-7.81727,111.9020561,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e7859ad645428a3:0xdda057105556701b!8m2!3d-7.8273615!4d112.0839429!15sChBwYXJrIG5lYXIga2VkaXJpkgEQY29tbXVuaXR5X2dhcmRlbuABAA?hl=id"
Krpl Kelompok Melati Kel Rejomulyo,Taman,3.3,Jawa Timur,Kediri,Kota,"42XG+H52, jln vagansa, Rejomulyo, Kec. Kota, Kota Kediri, Jawa Timur 64129","https://www.google.com/maps/place/Krpl+Kelompok+Melati+Kel+Rejomulyo/@-7.81727,111.9020561,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e785795149f9497:0x570b097c7ba91fac!8m2!3d-7.8511149!4d112.0253785!15sChBwYXJrIG5lYXIga2VkaXJpkgEQYm90YW5pY2FsX2dhcmRlbuABAA?hl=id"
kicau mania,Taman,5.0,Jawa Timur,Kediri,Mojoroto,"Jl. I-Dua No.17, Pojok, Kec. Mojoroto, Kota Kediri, Jawa Timur 64115","https://www.google.com/maps/place/kicau+mania/@-7.81727,111.9020561,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e785797e6671593:0xc8998fca11d781ea!8m2!3d-7.8168573!4d111.9823384!15sChBwYXJrIG5lYXIga2VkaXJpkgESYmlyZF93YXRjaGluZ19hcmVh4AEA?hl=id"
Puri Orchid Banjaran Kediri,Taman,5.0,Jawa Timur,Kediri,Kota,"Jl Ir Sutami Perumahan puri kedaton blok.c no.25, Banjaran, Kec. Kota, Kota Kediri, Jawa Timur 64124","https://www.google.com/maps/place/Puri+Orchid+Banjaran+Kediri/@-7.81727,111.9020561,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e785797adc53fed:0x98d07eca96f8a77b!8m2!3d-7.81727!4d112.033892!15sChBwYXJrIG5lYXIga2VkaXJpkgEGZ2FyZGVu4AEA?hl=id"
Taman Ceria,Taman,4.5,Jawa Timur,Kediri,Kota,"Jl. KY Ageng Usmanali No.2, Manisrenggo, Kec. Kota, Kota Kediri, Jawa Timur 64129","https://www.google.com/maps/place/Taman+Ceria/@-7.8450371,111.8051321,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e7857eca15c30a7:0x6c321f99f0701eaf!8m2!3d-7.8533567!4d112.0099467!15sChBwYXJrIG5lYXIga2VkaXJpWhIiEHBhcmsgbmVhciBrZWRpcmmSAQ5hbXVzZW1lbnRfcGFya5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOcGJITkViV2xuUlJBQuABAA?hl=id"
Lapangan Gajah Bandar Kidul,Taman,4.8,Jawa Timur,Kediri,Mojoroto,"5XFX+FFG, Bandar Kidul, Kec. Mojoroto, Kabupaten Kediri, Jawa Timur 64114","https://www.google.com/maps/place/Lapangan+Gajah+Bandar+Kidul/@-7.8450371,111.8051321,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e78575d263aeca5:0x3d112e10fea0d650!8m2!3d-7.8263183!4d111.9987133!15sChBwYXJrIG5lYXIga2VkaXJpkgEGZ2FyZGVu4AEA?hl=id"
Taman Hammock Bukit Dhoho Indah Kediri,Taman,4.1,Jawa Timur,Kediri,Banyakan,"6WGV+635, Gondang, Tiron, Kec. Banyakan, Kabupaten Kediri, Jawa Timur 64157","https://www.google.com/maps/place/Taman+Hammock+Bukit+Dhoho+Indah+Kediri/@-7.8450371,111.8051321,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e7853f155555555:0x3ee4fd89e3f5fec2!8m2!3d-7.7744755!4d111.9427399!15sChBwYXJrIG5lYXIga2VkaXJpWhIiEHBhcmsgbmVhciBrZWRpcmmSARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA?hl=id"
Monumen Kediri Kota Adipura,Taman,3.0,Jawa Timur,Kediri,Kota,"Jl. Mayjend Sungkono No.32, Pocanan, Kec. Kota, Kabupaten Kediri, Jawa Timur 64123","https://www.google.com/maps/place/Monumen+Kediri+Kota+Adipura/@-7.8450371,111.8051321,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e785755647b5f71:0x99ce4a697634079c!8m2!3d-7.810885!4d112.0088765!15sChBwYXJrIG5lYXIga2VkaXJpkgEGZ2FyZGVu4AEA?hl=id"
Wilis Bike Park,Taman,4.3,Jawa Timur,Kediri,Semen,"Plapar, Puhsarang, Kec. Semen, Kabupaten Kediri, Jawa Timur 64161","https://www.google.com/maps/place/Wilis+Bike+Park/@-7.8450371,111.8051321,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e7855d461f26b3d:0x5d6d6611b608006a!8m2!3d-7.8450371!4d111.936968!15sChBwYXJrIG5lYXIga2VkaXJpkgEMY3ljbGluZ19wYXJr4AEA?hl=id"
Mbah Sokip Kediri,Taman,4.5,Jawa Timur,Kediri,Pagu,"6338+W82, Kunir, Bulupasar, Kec. Pagu, Kabupaten Kediri, Jawa Timur 64183","https://www.google.com/maps/place/Mbah+Sokip+Kediri/@-7.8328299,111.889589,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e78592d9e3a73cb:0x2f6b59e1d5136e05!8m2!3d-7.795245!4d112.065754!15sChBwYXJrIG5lYXIga2VkaXJpkgEQbmF0aW9uYWxfcmVzZXJ2ZeABAA?hl=id"
BerkahCaladium,Taman,5.0,Jawa Timur,Kediri,Ngadiluwih,"Jl. Kromosari No.202, Kolak Selatan, Wonorejo, Kec. Ngadiluwih, Kabupaten Kediri, Jawa Timur 64171","https://www.google.com/maps/place/BerkahCaladium/@-7.8328299,111.889589,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e78573d963253ff:0xf5eb6160ed204f0c!8m2!3d-7.8627267!4d112.0029283!15sChBwYXJrIG5lYXIga2VkaXJpkgEGZ2FyZGVu4AEA?hl=id"
Taman Skateboard,Taman,4.5,Jawa Timur,Kediri,Mojoroto,"52P5+Q86, Jl. Mayjend Sungkono, Pocanan, Kec. Mojoroto, Kota Kediri, Jawa Timur 64129","https://www.google.com/maps/place/Taman+Skateboard/@-7.8328299,111.889589,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e785718849dc811:0xb1e39ba04059ca3f!8m2!3d-7.8130863!4d112.0082746!15sChBwYXJrIG5lYXIga2VkaXJpWhIiEHBhcmsgbmVhciBrZWRpcmmSAQ9za2F0ZWJvYXJkX3BhcmuaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTlJkamQ1ZUhWM1JSQULgAQA?hl=id"
SUMBER BULUS,Taman,4.2,Jawa Timur,Kediri,Pesantren,"528G+PWM, Tosaren, Kec. Pesantren, Kabupaten Kediri, Jawa Timur 64133","https://www.google.com/maps/place/SUMBER+BULUS/@-7.8328299,111.889589,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e78579e36d2b723:0x9785e4e13696a36d!8m2!3d-7.8331555!4d112.0272882!15sChBwYXJrIG5lYXIga2VkaXJpWhIiEHBhcmsgbmVhciBrZWRpcmmSARBuYXRpb25hbF9yZXNlcnZlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVIxT0daaVFWSm5FQUXgAQA?hl=id"
Rusunawa Universitas Islam Kadiri,Taman,4.2,Jawa Timur,Kediri,Kota,"5233+GVQ, Manisrenggo, Kec. Kota, Kota Kediri, Jawa Timur 64129","https://www.google.com/maps/place/Rusunawa+Universitas+Islam+Kadiri/@-7.8328299,111.889589,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e7857b234ad8a77:0xb181d8568ac01d53!8m2!3d-7.8461665!4d112.0047408!15sChBwYXJrIG5lYXIga2VkaXJpWhIiEHBhcmsgbmVhciBrZWRpcmmSAQRwYXJrmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJKY0VwNVZsZEJFQUXgAQA?hl=id"
Raka Kim kenari,Taman,4.0,Jawa Timur,Kediri,Pesantren,"Jl. Mauni I No.14-34, Bangsal, Kec. Pesantren, Kabupaten Kediri, Jawa Timur 64131","https://www.google.com/maps/place/Raka+Kim+kenari/@-7.8328299,111.889589,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e7857739cda9b01:0x55db48aac1d6e623!8m2!3d-7.8259677!4d112.0321168!15sChBwYXJrIG5lYXIga2VkaXJpkgESYmlyZF93YXRjaGluZ19hcmVh4AEA?hl=id"
KWT AMARILIS,Taman,5.0,Jawa Timur,Kediri,Mojoroto,"Gg. 07 No.27, Bandar Kidul, Kec. Mojoroto, Kota Kediri, Jawa Timur 63118","https://www.google.com/maps/place/KWT+AMARILIS/@-7.8328299,111.889589,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e785711a8ac0db1:0x4a0e5c4f1e503b99!8m2!3d-7.8290079!4d112.0024838!15sChBwYXJrIG5lYXIga2VkaXJpkgEGZ2FyZGVu4AEA?hl=id"
Taman Edukasi SMAS'T,Taman,5.0,Jawa Timur,Kediri,Mojoroto,"52Q3+856, Mojoroto, Kec. Mojoroto, Kabupaten Kediri, Jawa Timur 64114","https://www.google.com/maps/place/Taman+Edukasi+SMAS'T/@-7.8328299,111.889589,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e7857204ad73233:0x3177257aa68df4a2!8m2!3d-7.8116651!4d112.0028925!15sChBwYXJrIG5lYXIga2VkaXJpkgEOYW11c2VtZW50X3BhcmvgAQA?hl=id"
Sumber Dadapan,Taman,4.3,Jawa Timur,Kediri,Pesantren,"Lingkungan Dadapan RT 01 RW10, Gg. Sumber, Tinalan, Kec. Pesantren, Kota Kediri, Jawa Timur 64132","https://www.google.com/maps/place/Sumber+Dadapan/@-7.8328299,111.889589,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e7859fc19eac247:0xcbe912832ab4151e!8m2!3d-7.8521193!4d112.0501637!15sChBwYXJrIG5lYXIga2VkaXJpWhIiEHBhcmsgbmVhciBrZWRpcmmSAQRwYXJrmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVEyZVRZeVkzSm5SUkFC4AEA?hl=id"
TAMAN MINI JWK MOJO,Taman,4.5,Jawa Timur,Kediri,Mojo,"Tapen, Tambibendo, Kec. Mojo, Kabupaten Kediri, Jawa Timur 64162","https://www.google.com/maps/place/TAMAN+MINI+JWK+MOJO/@-7.8328299,111.889589,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e78f90458b8236f:0x579126fafe10d24a!8m2!3d-7.9020565!4d111.9652118!15sChBwYXJrIG5lYXIga2VkaXJpkgEEcGFya-ABAA?hl=id"
Gantangan MKBC kediri,Taman,4.5,Jawa Timur,Kediri,Ngasem,"52QJ+28J, Jl. Kuwak Utara, Tepus, Sukorejo, Kec. Ngasem, Kabupaten Kediri, Jawa Timur 64129","https://www.google.com/maps/place/Gantangan+MKBC+kediri/@-7.8328299,111.889589,12z/data=!4m10!1m3!2m2!1spark+near+kediri!6e1!3m5!1s0x2e785769ef1fb1cb:0x145f5c3488508128!8m2!3d-7.8124017!4d112.0307672!15sChBwYXJrIG5lYXIga2VkaXJpkgESYmlyZF93YXRjaGluZ19hcmVh4AEA?hl=id"
