nama,kategori,rating,provinsi,kota,kecamatan,alamat,link
Situs Ringin Sirah - Legenda Kota Kediri,Taman,5.0,Jawa Timur,Kediri,Kota,"52J9+XMJ, Dandangan, Kec. Kota, Kabupaten Kediri, Jawa Timur 64129","https://www.google.com/maps/place/Situs+Ringin+Sirah+-+Legenda+Kota+Kediri/@-7.820544,111.4869512,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e7857a74c1e1eef:0x3992d6891d8277d1!8m2!3d-7.8175303!4d112.0191533!15sChBtdXNldW0gYXQga2VkaXJpkgEUbG9jYWxfaGlzdG9yeV9tdXNldW3gAQA?hl=id"
Kediri Town Square,Taman,4.4,Jawa Timur,Kediri,Kota,"Jl. Hasanudin No.2, Balowerti, Kec. Kota, Kota Kediri, Jawa Timur 64129","https://www.google.com/maps/place/Kediri+Town+Square/@-7.8301881,111.4751759,10z/data=!3m1!5s0x2e785716269ce98d:0xcb267312e05b8970!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e78573e00ab090b:0x238b1d6bc49da7ac!8m2!3d-7.8129067!4d112.0157793!15sChBtdXNldW0gYXQga2VkaXJpWhIiEG11c2V1bSBhdCBrZWRpcmmSAQ9zaG9wcGluZ19jZW50ZXLgAQA?hl=id"
Petirtaan Tirto Kamandanu,Taman,4.4,Jawa Timur,Kediri,Pagu,"Menang, Kec. Pagu, Kabupaten Kediri, Jawa Timur 64183","https://www.google.com/maps/place/Petirtaan+Tirto+Kamandanu/@-7.8301881,111.4751759,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e785a3ba512cca3:0x24b6cdfcd9e6cc3b!8m2!3d-7.7753083!4d112.0795872!15sChBtdXNldW0gYXQga2VkaXJpWhIiEG11c2V1bSBhdCBrZWRpcmmSARJ0b3VyaXN0X2F0dHJhY3Rpb26aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTkhjRFJZZWpCM1JSQULgAQA?hl=id"
"Dinas Kebudayaan, Pariwisata, Kepemudaan dan Olahraga",Taman,3.9,Jawa Timur,Kediri,Mojoroto,"Jl. KDP Slamet No.33, Mojoroto, Kec. Mojoroto, Kota Kediri, Jawa Timur 64114","https://www.google.com/maps/place/Dinas+Kebudayaan,+Pariwisata,+Kepemudaan+dan+Olahraga/@-7.8301881,111.4751759,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e785721fcd6f3cd:0xd1d4d1ea1349ba98!8m2!3d-7.8135298!4d112.0051607!15sChBtdXNldW0gYXQga2VkaXJpkgEbc3RhdGVfZGVwYXJ0bWVudF9vZl90b3VyaXNt4AEA?hl=id"
Air Terjun Dolo,Taman,4.4,Jawa Timur,Kediri,Kediri,"4RHP+R4W, Dusun Besuki, Desa Jugo, Kecamatan Mojo, Hutan, Blimbing, Kediri, Kabupaten Kediri, Jawa Timur 64162","https://www.google.com/maps/place/Air+Terjun+Dolo/@-7.8301881,111.4751759,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e785719e4403d47:0x759179e2a1ba4f4a!8m2!3d-7.8703753!4d111.8353318!15sChBtdXNldW0gYXQga2VkaXJpWhIiEG11c2V1bSBhdCBrZWRpcmmSARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA?hl=id"
pakde atang wfi,Taman,5.0,Jawa Timur,Kediri,Purwoasri,"jln imam bonjol No.desa, Bulu, Kec. Purwoasri, Kabupaten Kediri, Jawa Timur 64154","https://www.google.com/maps/place/pakde+atang+wfi/@-7.8301881,111.4751759,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e784551db283b6b:0x529dfe2444300d05!8m2!3d-7.6356317!4d112.1250761!15sChBtdXNldW0gYXQga2VkaXJpWhIiEG11c2V1bSBhdCBrZWRpcmmSAQ5jaGlsZHJlbnNfY2FmZeABAA?hl=id"
Bendungan Waru Turi Gampengrejo,Taman,4.2,Jawa Timur,Kediri,Gampengrejo,"Gampeng, Jabon, Kec. Gampengrejo, Kabupaten Kediri, Jawa Timur 64157","https://www.google.com/maps/place/Bendungan+Waru+Turi+Gampengrejo/@-7.8301881,111.4751759,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e7850eccc3acc89:0x5c704e41ef3b7713!8m2!3d-7.7647509!4d112.0247707!15sChBtdXNldW0gYXQga2VkaXJpWhIiEG11c2V1bSBhdCBrZWRpcmmSAQR3ZWly4AEA?hl=id"
Wisata Kampung Indian Kediri,Taman,4.1,Jawa Timur,Kediri,Ngancar,"Sempu, Kec. Ngancar, Kabupaten Kediri, Jawa Timur 64291","https://www.google.com/maps/place/Wisata+Kampung+Indian+Kediri/@-7.8301881,111.4751759,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e78f35fae36953b:0xd2be720ddd20b6cc!8m2!3d-7.946244!4d112.2168687!15sChBtdXNldW0gYXQga2VkaXJpWhIiEG11c2V1bSBhdCBrZWRpcmmSARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA?hl=id"
Gronjong Wariti,Taman,4.3,Jawa Timur,Kediri,Plemahan,"74CV+J4X, Mejono, Kec. Plemahan, Kabupaten Kediri, Jawa Timur 64155","https://www.google.com/maps/place/Gronjong+Wariti/@-7.8301881,111.4751759,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e785b61adffb9ef:0xc7214af546bd288f!8m2!3d-7.7270039!4d112.1407774!15sChBtdXNldW0gYXQga2VkaXJpWhIiEG11c2V1bSBhdCBrZWRpcmmSARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA?hl=id"
Dinas Pariwisata Dan Kebudayaan Kabupaten Kediri,Taman,4.4,Jawa Timur,Kediri,Kota,"Jl. Erlangga No.1, Ngadirejo, Kec. Kota, Kota Kediri, Jawa Timur 64129","https://www.google.com/maps/place/Dinas+Pariwisata+Dan+Kebudayaan+Kabupaten+Kediri/@-7.8301881,111.4751759,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e7857145bdb1ff7:0xb97120526ae6078!8m2!3d-7.815648!4d112.0204409!15sChBtdXNldW0gYXQga2VkaXJpkgEfbXVuaWNpcGFsX2RlcGFydG1lbnRfb2ZfY3VsdHVyZeABAA?hl=id"
Tenun Ikat Bandar,Taman,4.7,Jawa Timur,Kediri,Mojoroto,"Jl. KH. Agus Salim Gg. VIII No.55B, Bandar Kidul, Kec. Mojoroto, Kota Kediri, Jawa Timur 64118","https://www.google.com/maps/place/Tenun+Ikat+Bandar/@-7.8301881,111.4751759,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e7857024b18b47f:0x65c6cdeaa4fff9e4!8m2!3d-7.8301881!4d112.0025196!15sChBtdXNldW0gYXQga2VkaXJpWhIiEG11c2V1bSBhdCBrZWRpcmmSAQ1hcnRfaGFuZGNyYWZ04AEA?hl=id"
Monumen Kediri-Syu (PETA) Kediri,Taman,4.3,Jawa Timur,Kediri,Mojoroto,"52Q3+7X5, Jl. KH Wachid Hasyim, Mojoroto, Kec. Mojoroto, Kota Kediri, Jawa Timur 64114","https://www.google.com/maps/place/Monumen+Kediri-Syu+(PETA)+Kediri/@-7.8971092,111.7848339,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e785721ed1cf5f7:0x7778322a7218eaf4!8m2!3d-7.811851!4d112.0049899!15sChBtdXNldW0gYXQga2VkaXJpkgENbWVtb3JpYWxfcGFya-ABAA?hl=id"
Wisata Sugih Waras (WSW) Dukuh,Taman,4.3,Jawa Timur,Kediri,Ngadiluwih,"Jl. Thamrin, Krajan, Dukuh, Kec. Ngadiluwih, Kabupaten Kediri, Jawa Timur 64171","https://www.google.com/maps/place/Wisata+Sugih+Waras+(WSW)+Dukuh/@-7.8971092,111.7848339,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e78f847ba37689f:0x450282877347436e!8m2!3d-7.9023102!4d112.0217112!15sChBtdXNldW0gYXQga2VkaXJpkgESdG91cmlzdF9hdHRyYWN0aW9u4AEA?hl=id"
Pohon Cinta Bukit Kura Onga'an,Taman,4.3,Jawa Timur,Kediri,Kepung,"4836+5V3, Area Hutan, Besowo, Kec. Kepung, Kabupaten Kediri, Jawa Timur 64293","https://www.google.com/maps/place/Pohon+Cinta+Bukit+Kura+Onga'an/@-7.8971092,111.7848339,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e788a3524ad64cf:0x1c2692fb88107c42!8m2!3d-7.8971092!4d112.3121776!15sChBtdXNldW0gYXQga2VkaXJpkgESdG91cmlzdF9hdHRyYWN0aW9u4AEA?hl=id"
Pura Penataran Agung Kilisuci,Taman,4.7,Jawa Timur,Kediri,Mojoroto,"Jl. Goa Selomangleng No.52, Pojok, Kec. Mojoroto, Kota Kediri, Jawa Timur 64115","https://www.google.com/maps/place/Pura+Penataran+Agung+Kilisuci/@-8.1023326,111.3692906,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e7856b8f2da5929:0xc8865f7bd3954c99!8m2!3d-7.8077057!4d111.974032!15sChBtdXNldW0gYXQga2VkaXJpWhIiEG11c2V1bSBhdCBrZWRpcmmSAQxoaW5kdV90ZW1wbGWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUkJiVzlNTUZkQkVBReABAA?hl=id"
Candi Surowono,Taman,4.3,Jawa Timur,Kediri,Badas,"7639+G65, Surowono, Canggu, Kec. Badas, Kabupaten Kediri, Jawa Timur 64217","https://www.google.com/maps/place/Candi+Surowono/@-7.8118988,111.4770723,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e785d70ffffffff:0xe25af7ca3524d922!8m2!3d-7.746232!4d112.2181119!15sChBtdXNldW0gYXQga2VkaXJpWhIiEG11c2V1bSBhdCBrZWRpcmmSAQxoaW5kdV90ZW1wbGXgAQA?hl=id"
Taman Wisata Tirtoyoso Park,Taman,4.3,Jawa Timur,Kediri,Kota,"Jalan Jenderal Ahmad Yani No.123, Banjaran, Kec. Kota, Kabupaten Kediri, Jawa Timur 64129","https://www.google.com/maps/place/Taman+Wisata+Tirtoyoso+Park/@-7.8118988,111.4770723,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e78576be2eb8f91:0xc3bf04ea22b74870!8m2!3d-7.8164375!4d112.0297484!15sChBtdXNldW0gYXQga2VkaXJpWhIiEG11c2V1bSBhdCBrZWRpcmmSARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA?hl=id"
Istana Boneka,Taman,4.8,Jawa Timur,Kediri,Kota,"Jl. Hayam Wuruk No.97, Dandangan, Kec. Kota, Kota Kediri, Jawa Timur 64129","https://www.google.com/maps/place/Istana+Boneka/@-7.8118988,111.4770723,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e78571681a1aaa1:0x24de76a6aff85c1b!8m2!3d-7.8150731!4d112.0176631!15sChBtdXNldW0gYXQga2VkaXJpWhIiEG11c2V1bSBhdCBrZWRpcmmSAQpkb2xsX3N0b3Jl4AEA?hl=id"
Sumber Celeng,Taman,4.1,Jawa Timur,Kediri,Puncu,"55PV+62C, Sawah, Gadungan, Kec. Puncu, Kabupaten Kediri, Jawa Timur 64292","https://www.google.com/maps/place/Sumber+Celeng/@-7.8118988,111.4770723,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e785fdaf4cf44d1:0xe221e5e1241acd01!8m2!3d-7.8144256!4d112.1925025!15sChBtdXNldW0gYXQga2VkaXJpkgEGbXVzZXVt4AEA?hl=id"
Candi Katang Katang,Taman,4.7,Jawa Timur,Kediri,Ngasem,"Jl. Pamenang I No.73, Katang, Sukorejo, Kec. Ngasem, Kabupaten Kediri, Jawa Timur 64182","https://www.google.com/maps/place/Candi+Katang+Katang/@-7.8118988,111.4770723,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e7857abda4b8add:0x4cd3337b65c3eb4c!8m2!3d-7.8089422!4d112.0469701!15sChBtdXNldW0gYXQga2VkaXJpkgEGbXVzZXVt4AEA?hl=id"
"DOSH ""Dadapan One Stop Holiday""",Taman,4.2,Jawa Timur,Kediri,Wates,"Dadapan, Tawang, Kec. Wates, Kabupaten Kediri, Jawa Timur 64174","https://www.google.com/maps/place/DOSH+%22Dadapan+One+Stop+Holiday%22/@-7.8118988,111.4770723,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e78f69004642687:0x65fc67c2aedced24!8m2!3d-7.9186979!4d112.1305785!15sChBtdXNldW0gYXQga2VkaXJpkgEGbXVzZXVt4AEA?hl=id"
Makam Kristen GKJW Kediri,Taman,4.5,Jawa Timur,Kediri,Kota,"6234+3X6, Semampir, Kec. Kota, Kabupaten Kediri, Jawa Timur 64129","https://www.google.com/maps/place/Makam+Kristen+GKJW+Kediri/@-7.8118988,111.4770723,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e78572c1f591281:0x20f000f01b567ec0!8m2!3d-7.7973252!4d112.0073788!15sChBtdXNldW0gYXQga2VkaXJpkgEGbXVzZXVt4AEA?hl=id"
GPIB Immanuel Kediri,Taman,4.5,Jawa Timur,Kediri,Mojoroto,"Jl. KDP Slamet No.43, Bandar Lor, Kec. Mojoroto, Kota Kediri, Jawa Timur 64114","https://www.google.com/maps/place/GPIB+Immanuel+Kediri/@-7.8118988,111.4770723,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e785721eb701d4b:0x72e598e487d7bc85!8m2!3d-7.8118939!4d112.0044431!15sChBtdXNldW0gYXQga2VkaXJpWhIiEG11c2V1bSBhdCBrZWRpcmmSAQZjaHVyY2iaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTlBNM1JZVldObkVBReABAA?hl=id"
Goa Selomangleng,Taman,4.4,Jawa Timur,Kediri,Mojoroto,"5XVF+26V, Jl. Selomangleng, Pojok, Kec. Mojoroto, Kota Kediri, Jawa Timur 64115","https://www.google.com/maps/place/Goa+Selomangleng/@-7.8475162,111.5024442,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e7857cbc77bd459:0x351ecb416e10bf4a!8m2!3d-7.8073845!4d111.9730412!15sChBtdXNldW0gYXQga2VkaXJpWhIiEG11c2V1bSBhdCBrZWRpcmmSARJ0b3VyaXN0X2F0dHJhY3Rpb26aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUk5hSEV0UjBGbkVBReABAA?hl=id"
Galeri Keris & Mranggi Pardi,Taman,5.0,Jawa Timur,Kediri,Kota,"Jl. Setono Betek Gg. II No.21, Setono Pande, Kec. Kota, Kota Kediri, Jawa Timur 64129","https://www.google.com/maps/place/Galeri+Keris+%26+Mranggi+Pardi/@-7.8475162,111.5024442,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e78570e4826804d:0x12d2efc31c60bdf8!8m2!3d-7.824496!4d112.0155086!15sChBtdXNldW0gYXQga2VkaXJpkgEGbXVzZXVt4AEA?hl=id"
Monumen MASTRIP Klanderan,Taman,4.6,Jawa Timur,Kediri,Plosoklaten,"Halaman Balai, Klanderan, Kec. Plosoklaten, Kabupaten Kediri, Jawa Timur 64175","https://www.google.com/maps/place/Monumen+MASTRIP+Klanderan/@-7.8475162,111.5024442,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e785931479370f7:0xdaa1d65a67487fad!8m2!3d-7.8357093!4d112.133397!15sChBtdXNldW0gYXQga2VkaXJpkgEUbG9jYWxfaGlzdG9yeV9tdXNldW3gAQA?hl=id"
Rohmat Art,Taman,5.0,Jawa Timur,Kediri,Wates,"33FR+5M3, Pojok, Kec. Wates, Kabupaten Kediri, Jawa Timur 64174","https://www.google.com/maps/place/Rohmat+Art/@-7.8475162,111.5024442,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e78f7483283b6c9:0xddf21a172ac34321!8m2!3d-7.9271266!4d112.0916749!15sChBtdXNldW0gYXQga2VkaXJpkgEKYXJ0X211c2V1beABAA?hl=id"
Simpang Lima Gumul - KEDIRI,Taman,4.6,Jawa Timur,Kediri,Ngasem,"53M6+JWJ, Tugurejo, Kec. Ngasem, Kabupaten Kediri, Jawa Timur 64182","https://www.google.com/maps/place/Simpang+Lima+Gumul+-+KEDIRI/@-7.8475162,111.5024442,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e7857175f9cda31:0x3123610563e44ab3!8m2!3d-7.8159044!4d112.0622636!15sChBtdXNldW0gYXQga2VkaXJpWhIiEG11c2V1bSBhdCBrZWRpcmmSAQhtb251bWVudJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSdGEwMUxUM04zUlJBQuABAA?hl=id"
Rumah Wayang Katriyantan,Taman,5.0,Jawa Timur,Kediri,Gampengrejo,"63R3+GJF, Kejurun, Plosorejo, Kec. Gampengrejo, Kabupaten Kediri, Jawa Timur 64182","https://www.google.com/maps/place/Rumah+Wayang+Katriyantan/@-7.8475162,111.5024442,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e785bea4c88fc77:0x13717c218dfbebd1!8m2!3d-7.7587222!4d112.0540211!15sChBtdXNldW0gYXQga2VkaXJpkgEQY2hpbGRyZW5zX211c2V1beABAA?hl=id"
"Padepokan Kesenian Jaranan ""Turonggo Nogo Bhirowo""",Taman,3.9,Jawa Timur,Kediri,Gampengrejo,"62HP+548, Sambiresik, Kec. Gampengrejo, Kabupaten Kediri, Jawa Timur 64182","https://www.google.com/maps/place/Padepokan+Kesenian+Jaranan+%22Turonggo+Nogo+Bhirowo%22/@-7.8475162,111.5024442,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e7850bd369e4cc1:0xfefabc9b03fd53b3!8m2!3d-7.7720782!4d112.0353389!15sChBtdXNldW0gYXQga2VkaXJpkgEKYXJ0X211c2V1beABAA?hl=id"
Prasasti Lucem,Taman,4.4,Jawa Timur,Kediri,Semen,"5X86+73X, Titik, Kec. Semen, Kabupaten Kediri, Jawa Timur 64161","https://www.google.com/maps/place/Prasasti+Lucem/@-7.8475162,111.5024442,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e78568713d6bfc3:0xaa4f191cf5b7e818!8m2!3d-7.834274!4d111.9602209!15sChBtdXNldW0gYXQga2VkaXJpkgEGbXVzZXVt4AEA?hl=id"
Pare 0 Km.,Taman,4.8,Jawa Timur,Kediri,Pare,"65JW+J5X, Jl. Pb. Sudirman, Plongko, Pare, Kec. Pare, Kabupaten Kediri, Jawa Timur 64211","https://www.google.com/maps/place/Pare+0+Km./@-7.8475162,111.5024442,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e785dcc3e620939:0x3fcd81259836c5f4!8m2!3d-7.7683992!4d112.1954898!15sChBtdXNldW0gYXQga2VkaXJpkgEOaGlzdG9yeV9tdXNldW3gAQA?hl=id"
Monumen Kediri Lagi,Taman,3.6,Jawa Timur,Kediri,Ngasem,"Jl. Soekarno Hatta No.130, Tepus, Sukorejo, Kec. Ngasem, Kabupaten Kediri, Jawa Timur 64182","https://www.google.com/maps/place/Monumen+Kediri+Lagi/@-7.8475162,111.5024442,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e7857843d304495:0x475f31b1a77abd57!8m2!3d-7.8059632!4d112.034036!15sChBtdXNldW0gYXQga2VkaXJpkgEGbXVzZXVt4AEA?hl=id"
Wisata Sejarah Gumul,Taman,4.6,Jawa Timur,Kediri,Ngasem,"Jalan Ahmad Yani No. 98, Gurah, Tugurejo, Kec. Ngasem, Kabupaten Kediri, Jawa Timur 64181","https://www.google.com/maps/place/Wisata+Sejarah+Gumul/@-7.8475162,111.5024442,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e7859c48cdbe39b:0xe0173cb716b0488d!8m2!3d-7.815965!4d112.062266!15sChBtdXNldW0gYXQga2VkaXJpWhIiEG11c2V1bSBhdCBrZWRpcmmSAQZtdXNldW2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTnpYemw2UkdKM0VBReABAA?hl=id"
Lucky Pigeon Loft,Taman,4.2,Jawa Timur,Kediri,Ngasem,"53C8+M6P, Unnamed Road,, Tugurejo, Kec. Ngasem, Kabupaten Kediri, Jawa Timur 64182","https://www.google.com/maps/place/Lucky+Pigeon+Loft/@-7.8475162,111.5024442,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e7859cb629dbc5b:0xa3c13b2896f1622f!8m2!3d-7.8282911!4d112.0655648!15sChBtdXNldW0gYXQga2VkaXJpkgERbXVzZXVtX29mX3pvb2xvZ3ngAQA?hl=id"
Jam'iyah Malam Jum'at Wage,Taman,1.0,Jawa Timur,Kediri,Mojo,"2WVC+QQR, Tambak, Ngadi, Kec. Mojo, Kabupaten Kediri, Jawa Timur 64162","https://www.google.com/maps/place/Jam'iyah+Malam+Jum'at+Wage/@-7.8475162,111.5024442,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e78ff7b969a6347:0x1c160e7f6ffe5485!8m2!3d-7.9554987!4d111.9218312!15sChBtdXNldW0gYXQga2VkaXJpkgEGbXVzZXVt4AEA?hl=id"
Museum Bagawanta Bhari Kab.Kediri,Taman,5.0,Jawa Timur,Kediri,Ngasem,"52RR+7G7, Doko, Kec. Ngasem, Kabupaten Kediri, Jawa Timur 64182","https://www.google.com/maps/place/Museum+Bagawanta+Bhari+Kab.Kediri/@-7.8475162,111.5024442,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e7857109fb315e3:0x36d5013774439974!8m2!3d-7.8093829!4d112.0412982!15sChBtdXNldW0gYXQga2VkaXJpkgEGbXVzZXVt4AEA?hl=id"
Museum Airlangga,Taman,4.4,Jawa Timur,Kediri,Mojoroto,"5XVF+2H2, Jl. Lingkar Maskumambang, Pojok, Kec. Mojoroto, Kota Kediri, Jawa Timur 64115","https://www.google.com/maps/place/Museum+Airlangga/@-7.8475162,111.5024442,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e7856c30e60a6c9:0xc69942f9e201d64a!8m2!3d-7.8074779!4d111.9739062!15sChBtdXNldW0gYXQga2VkaXJpWhIiEG11c2V1bSBhdCBrZWRpcmmSAQ5oaXN0b3J5X211c2V1bZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSSk5HOURja3BCRUFF4AEA?hl=id"
Kediri's Photograph Museum,Taman,4.0,Jawa Timur,Kediri,Kota,"Jl. Kapten Tendean No.60/160, Ngronggo, Kec. Kota, Kota Kediri, Jawa Timur 64127","https://www.google.com/maps/place/Kediri's+Photograph+Museum/@-7.8475162,111.5024442,10z/data=!4m10!1m3!2m2!1smuseum+at+kediri!6e1!3m5!1s0x2e7857938873f893:0x3d54a38d50306dee!8m2!3d-7.8475162!4d112.0297879!15sChBtdXNldW0gYXQga2VkaXJpWhIiEG11c2V1bSBhdCBrZWRpcmmSAQZtdXNldW2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTXdkWFF6UjBObkVBReABAA?hl=id"
Contack Szoephr Oyx,Taman,5.0,Jawa Timur,Pasuruan,Pandaan,"8MRP+M3C, Gg damai lingk, Plintahan, kasri, Kec. Pandaan, Pasuruan, Jawa Timur 67156","https://www.google.com/maps/place/Contack+Szoephr+Oyx/@-7.7271501,112.4305144,10z/data=!4m10!1m3!2m2!1smuseum+at+pasuruan!6e1!3m5!1s0x2dd7d9c6ada3c10d:0xb1279fe5b2919acd!8m2!3d-7.6583124!4d112.6851456!15sChJtdXNldW0gYXQgcGFzdXJ1YW6SAQZtdXNldW3gAQA?hl=id"
DHIDIT ADVENTUR,Taman,3.9,Jawa Timur,Pasuruan,Prigen,"Jl. Raya Bogem Cengkeh, Barsari, Gambiran, Kec. Prigen, Pasuruan, Jawa Timur 67157","https://www.google.com/maps/place/DHIDIT+ADVENTUR/@-7.7271501,112.4305144,10z/data=!4m10!1m3!2m2!1smuseum+at+pasuruan!6e1!3m5!1s0x2dd7d828f50958ff:0x4112c18d30cd8407!8m2!3d-7.6728731!4d112.6572257!15sChJtdXNldW0gYXQgcGFzdXJ1YW6SAQZtdXNldW3gAQA?hl=id"
Pendopo,Taman,4.0,Jawa Timur,Pasuruan,Winongan,"Jl. Raya Winongan Lor No.18, Sentul, Winongan Lor, Kec. Winongan, Pasuruan, Jawa Timur 67182","https://www.google.com/maps/place/Pendopo/@-7.7271501,112.4305144,10z/data=!4m10!1m3!2m2!1smuseum+at+pasuruan!6e1!3m5!1s0x2dd7c99c5f8662c9:0x9954f49757dc9bb3!8m2!3d-7.7271713!4d112.9578533!15sChJtdXNldW0gYXQgcGFzdXJ1YW6SAQZtdXNldW3gAQA?hl=id"
Kebun Pak Budi,Taman,4.1,Jawa Timur,Pasuruan,Purwosari,"6MCR+Q5X, Sekar Mojo, Kec. Purwosari, Pasuruan, Jawa Timur 67162","https://www.google.com/maps/place/Kebun+Pak+Budi/@-7.652506,112.1594024,10z/data=!4m10!1m3!2m2!1smuseum+at+pasuruan!6e1!3m5!1s0x2dd7d441ed04229d:0xbc53dfd06f3951e5!8m2!3d-7.7780075!4d112.6904947!15sChJtdXNldW0gYXQgcGFzdXJ1YW5aFCISbXVzZXVtIGF0IHBhc3VydWFukgESdG91cmlzdF9hdHRyYWN0aW9u4AEA?hl=id"
Kima Kolatmar,Taman,4.3,Jawa Timur,Pasuruan,Grati,"Jl. Raya Pantura No.9, Bandungan, Gejug Jati, Kec. Grati, Pasuruan, Jawa Timur 67184","https://www.google.com/maps/place/Kima+Kolatmar/@-7.652506,112.1594024,10z/data=!4m10!1m3!2m2!1smuseum+at+pasuruan!6e1!3m5!1s0x2dd7c9d7716518a3:0x68b889d56e8eb4ea!8m2!3d-7.706287!4d112.9977325!15sChJtdXNldW0gYXQgcGFzdXJ1YW6SAQZtdXNldW3gAQA?hl=id"
Taman Safari Indonesia II Prigen,Taman,4.6,Jawa Timur,Pasuruan,Prigen,"RT.12/RW.06, Gn. Princi, Jatiarjo, Kec. Prigen, Pasuruan, Jawa Timur 67157","https://www.google.com/maps/place/Taman+Safari+Indonesia+II+Prigen/@-7.652506,112.1594024,10z/data=!4m10!1m3!2m2!1smuseum+at+pasuruan!6e1!3m5!1s0x2dd7d7e760373d7f:0x77f02a789d5a548e!8m2!3d-7.7583372!4d112.6639427!15sChJtdXNldW0gYXQgcGFzdXJ1YW5aFCISbXVzZXVtIGF0IHBhc3VydWFukgEYd2lsZGxpZmVfYW5kX3NhZmFyaV9wYXJrmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJQZUdKWGRYQlJSUkFC4AEA?hl=id"
